player_name	team	position	foot	goals	agg_position
Ali Gabr	Egypt	Right Center Back	Right Foot	0.0	Center Back
Tarek Hamed	Egypt	Left Center Midfield	Right Foot	0.0	Center Midfield
Ahmed Elsayed Ali Elsayed Hegazy	Egypt	Left Center Back	Right Foot	0.0	Center Back
Abdalla Mahmoud El Said Bekhit	Egypt	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Mohamed Naser Elsayed Elneny	Egypt	Right Center Midfield	Right Foot	0.0	Center Midfield
Giorgian Daniel De Arrascaeta Benedetti	Uruguay	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Rodrigo Bentancur Colmán	Uruguay	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Marwan Mohsen	Egypt	Center Forward	Right Foot	0.0	Striker
Mahmoud Ibrahim Hassan	Egypt	Left Wing	Right Foot	0.0	Left Wing
Guillermo Varela Olivera	Uruguay	Right Back	Right Foot	0.0	Right Back
Matías Vecino Falero	Uruguay	Left Midfield	Right Foot	0.0	Left Wing
Mohamed Abdul Shafy Sayed Abouezeid	Egypt	Left Back	Left Foot	0.0	Left Back
Nahitan Michel Nández Acosta	Uruguay	Right Center Midfield	Right Foot	0.0	Center Midfield
Edinson Roberto Cavani Gómez	Uruguay	Right Center Forward	Right Foot	0.75	Striker
Florent Malouda	Chelsea	Left Wing	Left Foot	0.0	Left Wing
John Michael Nchekwube Obinna	Nigeria	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Ryan Bertrand	Chelsea	Left Wing	Left Foot	0.0	Left Wing
Salomon Armand Magloire Kalou	Chelsea	Right Wing	Right Foot	0.0	Right Wing
Diego Armando Valentin Contento	Bayern Munich	Left Back	Left Foot	0.0	Left Back
José Bosingwa da Silva	Chelsea	Right Back	Right Foot	0.0	Right Back
David Luiz Moreira Marinho	Chelsea	Right Center Back	Right Foot	1.0	Center Back
Anatoliy Tymoshchuk	Bayern Munich	Left Center Back	Right Foot	0.0	Center Back
Ashley Cole	Arsenal	Left Back	Left Foot	0.0357142857142857	Left Back
Petr Čech	Chelsea	Goalkeeper	Left Foot	0.0	Goalkeeper
Gary Cahill	Chelsea	Left Center Back	Right Foot	0.0	Center Back
Frank Lampard	Chelsea	Left Defensive Midfield	Right Foot	0.3333333333333333	Defensive Midfield
Didier Yves Drogba Tébily	Chelsea	Center Forward	Right Foot	2.0	Striker
Alberto Gilardino	AC Milan	Center Forward	Right Foot	0.0	Striker
Kakhaber Kaladze	AC Milan	Left Back	Left Foot	0.0	Left Back
Peter Crouch	Aston Villa	Right Center Forward	Right Foot	0.0	Striker
Daniel Munthe Agger	Liverpool	Left Center Back	Left Foot	0.0	Center Back
Marek Jankulovski	AC Milan	Left Back	Left Foot	0.0	Left Back
Filippo Inzaghi	AC Milan	Center Forward	Right Foot	2.0	Striker
Massimo Oddo	AC Milan	Right Back	Right Foot	0.0	Right Back
Boudewijn Zenden	Liverpool	Left Wing	Left Foot	0.0	Left Wing
José Manuel Reina Páez	Liverpool	Goalkeeper	Right Foot	0.0	Goalkeeper
Massimo Ambrosini	AC Milan	Right Center Midfield	Right Foot	0.0	Center Midfield
Dirk Kuijt	Liverpool	Center Forward	Right Foot	1.0	Striker
Joe Gomez	Liverpool	Right Back	Right Foot	0.0	Right Back
Eric Dier	England	Center Defensive Midfield	Right Foot	0.1666666666666666	Defensive Midfield
Lucas Rodrigues Moura da Silva	Tottenham Hotspur	Right Midfield	Right Foot	0.0	Right Wing
Divock Okoth Origi	Liverpool	Center Forward	Right Foot	1.0	Striker
Alisson Ramsés Becker	Brazil	Goalkeeper	Right Foot	0.0	Goalkeeper
Heung-Min Son	South Korea	Left Wing	Right Foot	0.5	Left Wing
Danny Rose	England	Left Midfield	Left Foot	0.0	Left Wing
Jan Vertonghen	Belgium	Left Center Back	Left Foot	0.0909090909090909	Center Back
Christian Dannemann Eriksen	Denmark	Center Attacking Midfield	Right Foot	0.1666666666666666	Attacking Midfield
Bamidele Alli	England	Left Attacking Midfield	Right Foot	0.1666666666666666	Left Wing
Hugo Lloris	France	Goalkeeper	Left Foot	0.0	Goalkeeper
Harry Winks	Tottenham Hotspur	Left Center Midfield	Right Foot	0.0	Center Midfield
Moussa Sissoko	France	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Fábio Henrique Tavares	Liverpool	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Harry Kane	England	Center Forward	Right Foot	0.8571428571428571	Striker
Joël Andre Job Matip	Liverpool	Right Center Back	Right Foot	0.0	Center Back
Dejan Stanković	Inter Milan	Left Back	Right Foot	0.0	Left Back
Miroslav Klose	Bayern Munich	Left Wing	Right Foot	0.0	Left Wing
Júlio César Soares de Espíndola	Inter Milan	Goalkeeper	Left Foot	0.0	Goalkeeper
Ivica Olić	Bayern Munich	Left Center Forward	Left Foot	0.0	Striker
Hamit Altıntop	Bayern Munich	Left Wing	Right Foot	0.0	Left Wing
Holger Badstuber	Bayern Munich	Left Back	Left Foot	0.0	Left Back
Hans-Jörg Butt	Bayern Munich	Goalkeeper	Right Foot	0.0	Goalkeeper
Cristian Eugen Chivu	Inter Milan	Left Back	Left Foot	0.0	Left Back
Goran Pandev	North Macedonia	Right Center Forward	Left Foot	0.25	Striker
Walter Adrián Samuel Luján 	Inter Milan	Left Center Back	Left Foot	0.0	Center Back
Javier Aldemar Zanetti	Inter Milan	Right Defensive Midfield	Right Foot	0.0	Defensive Midfield
Daniel Van Buyten	Bayern Munich	Right Center Back	Right Foot	0.0	Center Back
Maicon Douglas Sisenando	Inter Milan	Right Back	Right Foot	0.0	Right Back
Lucimar da Silva Ferreira	Inter Milan	Right Center Back	Right Foot	0.0	Center Back
Esteban Matías Cambiasso Delau	Inter Milan	Left Defensive Midfield	Left Foot	0.0	Defensive Midfield
Pedro Emanuel dos Santos Martins Silva	FC Porto	Left Center Back	Right Foot	0.0	Center Back
Benni McCarthy	FC Porto	Right Center Forward	Right Foot	0.0	Striker
Shabani Christophe Nonda	AS Monaco	Right Center Midfield	Right Foot	0.0	Center Midfield
Dmitriy Alenichev	FC Porto	Left Center Forward	Right Foot	1.0	Striker
Dado Prso	AS Monaco	Right Wing	Right Foot	0.0	Right Wing
Julien Rodriguez	AS Monaco	Right Center Back	Right Foot	0.0	Center Back
Lucas Bernardi	AS Monaco	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Gaël Givet-Viaros	AS Monaco	Left Center Back	Left Foot	0.0	Center Back
Flavio Roma	AS Monaco	Goalkeeper	Right Foot	0.0	Goalkeeper
Andreas Vasilios Zikos	AS Monaco	Left Center Midfield	Right Foot	0.0	Center Midfield
Pedro Miguel da Silva Mendes	FC Porto	Right Center Midfield	Right Foot	0.0	Center Midfield
Francisco José Rodrigues da Costa	FC Porto	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Edouard Cissé	AS Monaco	Right Center Midfield	Right Foot	0.0	Center Midfield
Vítor Manuel Martins Baía	FC Porto	Goalkeeper	Right Foot	0.0	Goalkeeper
Nuno Jorge Pereira Silva Valente	FC Porto	Left Back	Left Foot	0.0	Left Back
Jérôme Rothen	AS Monaco	Left Wing	Left Foot	0.0	Left Wing
Carlos Alberto Gomes de Jesus	FC Porto	Left Center Forward	Right Foot	1.0	Striker
Paulo Renato Rebocho Ferreira	FC Porto	Right Back	Right Foot	0.0	Right Back
Jorge Paulo Costa Almeida	FC Porto	Right Center Back	Right Foot	0.0	Center Back
Vanderlei Fernandes Silva	FC Porto	Right Center Forward	Right Foot	0.0	Striker
Toby Alderweireld	Belgium	Right Center Back	Right Foot	0.0	Center Back
Mario Gómez García	Bayern Munich	Center Forward	Right Foot	0.1666666666666666	Striker
Luiz Gustavo Dias	Bayern Munich	Left Wing	Not Specified	0.0	Left Wing
Julian Schieber	Borussia Dortmund	Right Wing	Left Foot	0.0	Right Wing
Nuri Şahin	Borussia Dortmund	Right Defensive Midfield	Left Foot	0.0	Defensive Midfield
Marco Reus	Germany	Center Attacking Midfield	Right Foot	0.25	Attacking Midfield
İlkay Gündoğan	Germany	Right Defensive Midfield	Right Foot	0.2	Defensive Midfield
Sven Bender	Borussia Dortmund	Right Defensive Midfield	Right Foot	0.0	Defensive Midfield
Marcel Schmelzer	Borussia Dortmund	Left Back	Left Foot	0.0	Left Back
Łukasz Piszczek	Poland	Right Back	Right Foot	0.0	Right Back
Franck Bilal Ribéry	Bayern Munich	Left Wing	Right Foot	0.0	Left Wing
Jakub Błaszczykowski	Borussia Dortmund	Right Wing	Right Foot	0.0	Right Wing
Roman Weidenfeller	Borussia Dortmund	Goalkeeper	Left Foot	0.0	Goalkeeper
Neven Subotić	Borussia Dortmund	Right Center Back	Right Foot	0.0	Center Back
Mats Hummels	Germany	Center Back	Right Foot	0.0	Center Back
Jérôme Boateng	Bayern Munich	Right Center Back	Right Foot	0.0	Center Back
Manuel Neuer	Germany	Goalkeeper	Right Foot	0.1111111111111111	Goalkeeper
Robert Lewandowski	Poland	Center Forward	Right Foot	0.4285714285714285	Striker
David Olatukunbo Alaba	Austria	Left Back	Left Foot	0.0	Left Back
Dante Bonfim da Costa Santos	Bayern Munich	Left Center Back	Left Foot	0.0	Center Back
Kevin Großkreutz	Borussia Dortmund	Left Wing	Right Foot	0.0	Left Wing
Philipp Lahm	Bayern Munich	Right Back	Right Foot	0.3333333333333333	Right Back
Bastian Schweinsteiger	Bayern Munich	Left Defensive Midfield	Right Foot	0.0	Defensive Midfield
Thomas Müller	Germany	Center Attacking Midfield	Right Foot	0.1	Attacking Midfield
Mario Lemina	Juventus	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Juan Guillermo Cuadrado Bello	Colombia	Right Wing	Right Foot	0.4	Right Wing
Giorgio Chiellini	Italy	Left Center Back	Left Foot	0.0	Center Back
Alex Sandro Lobo Silva	Juventus	Left Back	Left Foot	0.0	Left Back
Paulo Bruno Exequiel Dybala	Argentina	Center Attacking Midfield	Left Foot	0.0	Attacking Midfield
Emre Can	Germany	Right Center Back	Right Foot	0.0	Center Back
Adam David Lallana	Liverpool	Right Wing	Right Foot	0.0	Right Wing
Loris Karius	Liverpool	Goalkeeper	Right Foot	0.0	Goalkeeper
Andrew Robertson	Scotland	Left Wing Back	Left Foot	0.0	Left Back
Virgil van Dijk	Liverpool	Left Center Back	Right Foot	0.0	Center Back
Trent Alexander-Arnold	Liverpool	Right Back	Right Foot	0.0	Right Back
Georginio Wijnaldum	Netherlands	Center Attacking Midfield	Right Foot	0.5	Attacking Midfield
Mohamed Salah	Egypt	Right Wing	Left Foot	0.75	Right Wing
Jordan Brian Henderson	England	Center Defensive Midfield	Right Foot	0.0833333333333333	Defensive Midfield
Sadio Mané	Senegal	Left Wing	Right Foot	0.4	Left Wing
Roberto Firmino Barbosa de Oliveira	Brazil	Center Forward	Right Foot	0.1666666666666666	Striker
Dejan Lovren	Croatia	Right Center Back	Right Foot	0.0	Center Back
James Philip Milner	Leeds United	Left Center Midfield	Right Foot	0.0	Center Midfield
Kingsley Coman	France	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Roberto Maximiliano Pereyra	Juventus	Secondary Striker	Right Foot	0.0	Striker
Gianluigi Buffon	Juventus	Goalkeeper	Right Foot	0.0	Goalkeeper
Stephan Lichtsteiner	Switzerland	Right Back	Right Foot	0.0	Right Back
Claudio Marchisio	Juventus	Right Center Midfield	Right Foot	0.0	Center Midfield
Paul Pogba	France	Left Center Midfield	Right Foot	0.2727272727272727	Center Midfield
Leonardo Bonucci	Italy	Right Center Back	Right Foot	0.3333333333333333	Center Back
Andrea Barzagli	Juventus	Right Back	Right Foot	0.0	Right Back
Fábio Pereira da Silva	Manchester United	Right Back	Right Foot	0.0	Right Back
Luis Antonio Valencia Mosquera	Manchester United	Right Wing	Right Foot	0.0	Right Wing
Rui Manuel César Costa	AC Milan	Right Center Midfield	Right Foot	0.0	Center Midfield
Claudio Santos	AC Milan	Left Center Midfield	Left Foot	0.0	Center Midfield
Djibril Cissé	Liverpool	Center Forward	Right Foot	1.0	Striker
Dietmar Hamann	Liverpool	Right Back	Right Foot	0.5	Right Back
Vladimir Smicer	Liverpool	Center Attacking Midfield	Right Foot	1.0	Attacking Midfield
Alessandro Nesta	AC Milan	Left Center Back	Right Foot	0.0	Center Back
Nelson de Jesus da Silva	AC Milan	Goalkeeper	Left Foot	0.0	Goalkeeper
Hernán Jorge Crespo	AC Milan	Left Center Forward	Right Foot	1.5	Striker
Jaap Stam	AC Milan	Right Center Back	Right Foot	0.0	Center Back
Jamie Carragher	Liverpool	Right Center Back	Right Foot	0.0	Center Back
Steve Finnan	Liverpool	Right Back	Right Foot	0.0	Right Back
Jerzy Dudek	Liverpool	Goalkeeper	Left Foot	0.0	Goalkeeper
Paolo Maldini	AC Milan	Left Back	Left Foot	0.5	Left Back
John Arne Semundseth Riise	Liverpool	Left Back	Left Foot	0.0	Left Back
Clarence Seedorf	AC Milan	Left Attacking Midfield	Right Foot	0.0	Left Wing
Ivan Gennaro Gattuso	AC Milan	Left Center Midfield	Right Foot	0.0	Center Midfield
Sami Hyypiä	Liverpool	Left Center Back	Right Foot	0.3333333333333333	Center Back
Andriy Shevchenko	AC Milan	Right Center Forward	Right Foot	0.0	Striker
Marcos Evangelista de Moraes	AC Milan	Right Back	Right Foot	0.0	Right Back
Andrea Pirlo	AC Milan	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Djimi Traoré	Liverpool	Left Back	Left Foot	0.0	Left Back
Steven Gerrard	Liverpool	Left Defensive Midfield	Right Foot	0.25	Defensive Midfield
Harry Kewell	Liverpool	Center Attacking Midfield	Left Foot	0.25	Attacking Midfield
Milan Baroš	Liverpool	Center Forward	Left Foot	0.0	Striker
Paul Scholes	Manchester United	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Dimitar Ivanov Berbatov	Manchester United	Left Midfield	Right Foot	0.0	Left Wing
Carlos Alberto Tevez	Juventus	Left Center Midfield	Right Foot	0.0	Center Midfield
Edwin van der Sar	Fulham	Goalkeeper	Right Foot	0.0	Goalkeeper
Ji-Sung Park	Manchester United	Left Wing	Right Foot	0.0	Left Wing
Patrice Evra	Manchester United	Left Back	Left Foot	0.0	Left Back
Anderson Luis de Abreu Oliveira	Manchester United	Left Center Midfield	Left Foot	0.0	Center Midfield
Wayne Mark Rooney	Manchester United	Right Center Forward	Right Foot	0.3333333333333333	Striker
Nemanja Vidić	Manchester United	Left Center Back	Right Foot	0.0	Center Back
Michael Carrick	Manchester United	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Rio Ferdinand	Manchester United	Right Center Back	Right Foot	0.0	Center Back
Ryan Giggs	Manchester United	Left Midfield	Left Foot	0.0	Left Wing
"John O""Shea"	Manchester United	Left Back	Right Foot	0.0	Left Back
Abdelkader Mohamed Ghezzal	Levante	Left Wing	Right Foot	0.0	Left Wing
Diego Benito Rey	Rayo Vallecano	Right Center Forward	Right Foot	0.0	Striker
Pape Maly Diamanka	Rayo Vallecano	Left Defensive Midfield	Right Foot	0.0	Defensive Midfield
Aitor Núñez Martín	Rayo Vallecano	Right Back	Right Foot	0.0	Right Back
Rovérsio Rodrigues de Barros	Osasuna	Left Center Back	Right Foot	0.0	Center Back
Gonzalo Pablo Castellani	Villarreal	Right Midfield	Right Foot	0.0	Right Wing
José Luis Moreno Barroso	Villarreal	Right Center Forward	Right Foot	0.0	Striker
Yohan Mollo	Granada	Right Defensive Midfield	Right Foot	0.0	Defensive Midfield
Gianni Michel Eugene Zuiverloon	Mallorca	Right Midfield	Right Foot	0.0	Right Wing
Rui Pedro da Rocha Fonte	Espanyol	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Cristian Gómez García	Espanyol	Right Wing	Left Foot	0.0	Right Wing
Vladimír Weiss	Espanyol	Left Wing	Right Foot	0.0	Left Wing
Joan Oriol i Gràcia	Villarreal	Left Back	Left Foot	0.0	Left Back
Cristian Eduardo Zapata Valencia	Colombia	Right Back	Right Foot	0.0	Right Back
Jukka Raitala	Finland	Right Wing Back	Left Foot	0.0	Right Back
Paulo Afonso Santos Júnior	Real Betis	Right Center Back	Right Foot	0.0	Center Back
Tsepo Peter Masilela	Getafe	Left Back	Left Foot	0.0	Left Back
MacDonald Mariga Wanyama	Real Sociedad	Left Defensive Midfield	Right Foot	0.0	Defensive Midfield
Rubén Suárez Estrada	Levante	Right Back	Left Foot	0.0	Right Back
Eduardo Bedia Peláez	Racing Santander	Center Defensive Midfield	Left Foot	0.0	Defensive Midfield
Franco Daniel Jara	Granada	Right Wing	Right Foot	0.0	Right Wing
Daniel González Benítez	Granada	Left Midfield	Left Foot	0.0	Left Wing
Pablo Domingo Cáceres Rodríguez	Mallorca	Left Back	Left Foot	0.0	Left Back
Diego Ribas da Cunha	Atlético Madrid	Left Wing	Right Foot	0.0	Left Wing
Sebastián Bruno Fernández Miglierina	Málaga	Center Forward	Right Foot	0.0	Striker
Joris Mathijsen	Málaga	Left Center Back	Left Foot	0.0	Center Back
Rafael García García	Rayo Vallecano	Left Defensive Midfield	Left Foot	0.0	Defensive Midfield
Mikel Labaka Zurriarain	Rayo Vallecano	Right Center Back	Right Foot	0.0	Center Back
Miguel Ángel Sánchez Muñoz	Rayo Vallecano	Right Wing	Left Foot	0.0	Right Wing
Pedro Roberto Silva Botelho	Levante	Left Wing	Left Foot	0.0	Left Wing
Miguel Pérez Cuesta	Rayo Vallecano	Center Attacking Midfield	Left Foot	0.0	Attacking Midfield
Mario Fernández Cuesta	Racing Santander	Goalkeeper	Right Foot	0.0	Goalkeeper
Marcos Gullón Ferrera	Racing Santander	Left Defensive Midfield	Right Foot	0.0	Defensive Midfield
Khouma El Hadji Babacar	Racing Santander	Center Forward	Right Foot	0.0	Striker
Eduardo Antonio Salvio	Argentina	Right Midfield	Right Foot	0.0	Right Wing
Fernando José da Silva Freitas Meira	Real Zaragoza	Right Defensive Midfield	Right Foot	0.0	Defensive Midfield
Pablo Edson Barrera Acosta	Real Zaragoza	Right Wing	Right Foot	0.0	Right Wing
David Mateos Ramajo	Real Zaragoza	Left Center Back	Right Foot	0.0	Center Back
Efraín Juárez Váldez	Real Zaragoza	Right Back	Right Foot	0.0	Right Back
Pablo Sebastián Valeira Álvarez	Real Zaragoza	Right Back	Right Foot	0.0	Right Back
Rúben Micael Freitas da Ressurreição	Real Zaragoza	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Mehmet Topal	Valencia	Right Center Midfield	Right Foot	0.0	Center Midfield
Valentín Sergio Pachón Mosquero	Getafe	Left Center Forward	Right Foot	0.0	Striker
Maris Verpakovskis	Getafe	Left Center Forward	Right Foot	0.0	Striker
Carlos Javier Cuéllar Jiménez	Osasuna	Right Center Back	Right Foot	0.0	Center Back
Javier Flaño Bezunartea	Osasuna	Right Back	Right Foot	0.0	Right Back
Joseba Andoni Etxeberria Lizardi	Athletic Club	Right Wing	Right Foot	0.0	Right Wing
Juan Manuel Delgado Moreno	Deportivo La Coruna	Left Center Back	Left Foot	0.0	Center Back
Hugo Miguel Ferreira Gomes Viana	Newcastle United	Left Midfield	Left Foot	0.0	Left Wing
Íñigo Díaz de Cerio Conejero	Real Sociedad	Left Wing	Right Foot	0.0	Left Wing
Gaizka Garitano Aguirre	Real Sociedad	Right Defensive Midfield	Right Foot	0.0	Defensive Midfield
Víctor Rubén López	Real Sociedad	Left Center Back	Left Foot	0.0	Center Back
Darko Kovačević	Real Sociedad	Center Forward	Right Foot	0.0	Striker
Jorge Manuel Almeida Gomes de Andrade	Deportivo La Coruna	Left Center Back	Right Foot	0.0	Center Back
Boško Janković	Mallorca	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Guillermo Ariel Pereyra	Mallorca	Left Center Midfield	Right Foot	0.0	Center Midfield
Gustavo Enrique Reggi	Levante	Center Forward	Head	0.0	Striker
"Sylvain N""Diayé"	Levante	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Luis Manuel Rubiales Béjar	Levante	Left Back	Left Foot	0.0	Left Back
José Francisco Molina Jiménez 	Levante	Goalkeeper	Right Foot	0.0	Goalkeeper
Narcisse-Olivier Kapo Obou	Levante	Left Wing	Left Foot	0.0	Left Wing
Damiano Tommasi	Levante	Left Center Midfield	Left Foot	0.0	Center Midfield
Cristian Osvaldo Álvarez	Racing Santander	Right Midfield	Right Foot	0.0	Right Wing
Javier Ángel Balboa Osa	Racing Santander	Right Center Forward	Right Foot	0.0	Striker
Lionel Sebastián Scaloni	Racing Santander	Right Midfield	Right Foot	0.0	Right Wing
Alessio Tacchinardi	Villarreal	Left Defensive Midfield	Right Foot	0.0	Defensive Midfield
José Enrique de la Sánchez Diaz	Villarreal	Left Back	Left Foot	0.0	Left Back
Jônatas Domingos	Espanyol	Left Midfield	Right Foot	0.0	Left Wing
Jesús María Lacruz Gómez	Espanyol	Right Back	Right Foot	0.0	Right Back
José Manuel González Ortiz	Recreativo Huelva	Right Midfield	Left Foot	0.0	Right Wing
Daniel Bautista Pina	Recreativo Huelva	Left Back	Left Foot	0.0	Left Back
Javier López Vallejo	Recreativo Huelva	Goalkeeper	Keeper Arm	0.0	Goalkeeper
Juan Merino Ruíz 	Recreativo Huelva	Right Back	Right Foot	0.0	Right Back
Francisco Javier Vicente Navarro	Sevilla	Right Center Back	Right Foot	0.0	Center Back
Émerson Ferreira da Rosa	Real Madrid	Right Center Midfield	Right Foot	0.0	Center Midfield
Ludovic Butelle	Valencia	Goalkeeper	Left Foot	0.0	Goalkeeper
Rafael Augusto Sóbis do Nascimento	Real Betis	Left Wing	Right Foot	1.0	Left Wing
Marcos dos Santos Assunção	Real Betis	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Pedro Gonzalez Contreras Cano	Real Betis	Goalkeeper	Right Foot	0.0	Goalkeeper
Johann Vogel	Real Betis	Right Defensive Midfield	Right Foot	0.0	Defensive Midfield
José Isidoro Gómez Torres	Real Betis	Right Back	Right Foot	0.0	Right Back
David Odonkor	Real Betis	Right Wing	Right Foot	0.0	Right Wing
Jonathan Aspas Juncal	Celta Vigo	Right Wing	Right Foot	0.0	Right Wing
Jesús Perera López	Celta Vigo	Center Forward	Right Foot	0.0	Striker
Gustavo Adrián López Pablo	Celta Vigo	Right Wing	Left Foot	1.0	Right Wing
Pablo Andrés Contreras Fica	Celta Vigo	Right Center Back	Right Foot	0.0	Center Back
